householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t29,pctWWage,pctWSocSec,pctWPubAsst,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,MalePctNevMarr,TotalPctDiv,PctKidsBornNeverMar,PctImmigRec5,PctPersDenseHous,MedRentPctHousInc,PctSameCity85,PopDens,ViolentCrimesPerPop,nonViolPerPop
2.59,4.08,84.07,0.54,12.78,24.38,71.52,31.72,5.49,11781,12811,6455,13449,9725,4809,5270,15.02,30.94,7.4,19.92,9.78,1.94,23.53,4.7,26,79.91,1748.7,243.47,3395.41
2.51,0.83,94.67,3.37,1.86,24.29,80.99,26.53,2.5,17764,17929,19167,15260,13492,16260,16721,3.63,10.01,3.3,26.67,12.42,0.94,7.91,2.03,24.7,71.74,2241.3,211.18,7240.37
2.51,0.63,97.12,0.93,3.7,20.15,66.22,39.03,1.94,17231,17254,1096,13788,26219,9712,10953,6.48,17.2,4.72,20.36,10.43,0.84,5.5,2.3,26.7,65.91,361.5,298.25,2880.63
3.29,0.1,98.24,0.95,1.6,28.77,82.93,24.86,4.76,14399,14457,5011,7598,10144,14775,14844,4.91,8.4,3.62,25.93,6.95,0.43,11.48,2.81,21.9,79.51,3320.6,137.16,2640.39
2.54,12.18,86.39,1.12,0.68,36.83,75.23,27.11,9.6,11760,12608,6016,6636,9119,1982,16133,23.91,28.52,6.93,39.19,11.95,3.56,49.52,2.49,27.9,72.68,1354.2,798.39,5508.05
2.28,20.12,77.74,0.63,6.76,20.12,61.44,45.65,4.35,16668,19104,7688,12982,15533,11181,10160,9.59,26.93,5.26,24.14,10.86,4.87,25.09,4.84,28.1,72.79,2945.3,1357.38,7225.26
2.38,0.32,97.8,0.4,0.52,26.97,64.92,35.65,12.54,10180,10337,1800,2446,6707,2042,1329,21.03,26.87,8.38,30.34,12.26,2.77,0.89,2.33,29.6,78.03,1732.1,?,7430.45
2.86,12.24,87.1,0.51,0.6,25.69,84.13,18.59,3.05,15611,16515,6240,0,44420,11000,10106,7.32,14.33,3.52,24.39,8.88,1.86,15.2,2.17,26.9,72.07,905.6,214.53,1126.26
3.27,2.48,72.5,1.15,69.1,29.52,77.7,23.34,19.49,9408,10105,8318,5295,13179,7222,6396,24.31,48.61,14.81,32.08,10.98,5.49,15.57,20.79,26.6,85.86,3675.8,989.2,5875.92
2.69,1.08,86.96,6.22,15.45,27.95,86.4,18.84,3.54,21407,22025,18108,17265,18521,15469,14209,3.55,12.59,3.31,31.27,10.85,1.23,24.07,5.15,26.8,75.79,3178,367.33,5934.68
2.77,1.96,95.53,2.33,0.89,17.83,80.87,27,1.16,25356,25049,6733,396,65560,0,38089,2.26,9.43,3.78,24.19,7.65,0,5.4,0.19,27.1,83.95,581.7,39.71,905.48
2.59,7.13,83.93,5.28,4.85,35.51,72.53,23.72,11.14,11418,12090,8327,6839,7953,7510,8370,18.1,17.96,7.4,38.01,14.75,2.88,22.91,5.07,24.7,55.97,1851.6,620.71,4840.17
2.76,23.44,72.2,1.27,4.48,29.61,70.07,36.1,8.29,10329,12025,5689,12617,11147,5532,5269,17.24,35.7,4.7,37.63,8.53,5.49,19.65,5.01,24.4,80.24,1560.3,742.94,5802.77
3.11,1.59,96.96,1.3,0.5,22.02,88.78,12.66,1.63,27417,27568,23433,0,20798,0,9536,1.39,4.95,3.1,21.3,4.82,0.45,27.52,0.21,28.2,55.72,544.6,64.88,2335.71
2.82,36.93,54.72,0.81,9.66,28.1,67.66,32.79,16.93,10346,12820,7590,3503,19072,5135,5221,25.11,41.46,9.96,38.1,13.78,13.79,11.48,5.89,27.9,90.17,2937.8,2241.85,8005.85
2.62,3.66,94.66,1.33,0.94,24.17,83.34,25.44,1.74,17245,17400,14341,6335,16194,13656,9232,2.98,18.65,3.04,26.68,10.75,1.12,15.6,1.07,19.5,82.5,1181.8,786.35,6424.63
2.35,3.21,93.44,1.78,4.46,28.69,79.89,27.82,3.71,18629,18700,22238,25000,14185,11943,16828,6.99,18.67,4.35,37.61,12.11,1.68,27.94,2.59,27.7,69.47,1705,348.32,5382.32
3.17,0.07,94.75,0.91,5.01,26.22,81.25,27.4,4.64,11819,11949,0,5497,10803,12921,10348,6.83,15.92,7.05,22.42,7.79,0.54,0,3.85,19.2,83.74,1211.2,94.16,3842.98
2.97,1.08,82.3,1.41,34.61,27.38,79.37,23.55,7.36,12112,11759,77463,12812,13461,7569,7493,13.11,29.5,8.17,26.51,12.2,2.02,26.81,5.55,30.9,75.31,916.8,255.86,5111.18
3.01,3.12,91.69,0.96,2.12,26.45,89.06,13.19,3.36,13931,14189,8274,13100,11234,10870,9168,6.53,10.38,3.76,20.04,8.63,1.01,17.4,2.26,24.8,71.49,1388.3,175.54,2916.07
2.95,0.39,96.87,2.44,0.74,20.09,83.37,26.48,1.83,24814,24680,21612,6298,31125,24614,11995,1.15,8.98,2.25,22.56,4.16,0.22,6.25,0.5,23.9,72.47,1265.5,177.84,3823.66
2.86,0.45,97.05,1.75,0.33,48.62,82.45,22.85,3.94,9723,9786,4467,5126,9972,4926,3528,22.83,15.55,3.91,54.98,5.54,1.73,46.77,1.76,29.5,52.92,1509.8,45.89,3092.01
2.27,0.91,97.25,1.04,1.96,22.91,69.5,39.65,3.49,13802,13794,10143,0,18129,13336,12988,5.48,29.39,4.01,27.53,9.28,1.03,5.25,1.09,22.9,95.24,2638.6,106.04,3614.35
2.57,5.2,90.94,2.31,1.27,26.52,79.8,26.31,6.98,14645,15467,5781,6060,6750,10217,8852,7.07,16.18,5.37,29.92,10.19,4.18,24.11,2.26,28.9,84.7,3509.3,?,8480.43
2.77,4.94,90.6,3.4,1.15,30.97,91.57,9.34,6.45,15541,16131,7987,19526,11112,8820,10207,7.52,9.28,4.7,31.25,10.8,4.49,20.68,2.55,26.4,79.18,2089.1,?,4379.92
2.83,0.67,94.31,2.14,5.61,26.59,90.08,13.71,2.6,15766,16009,18653,21708,8391,10133,10608,5.05,8.25,3.76,25.5,10.39,1.12,22.18,1.85,24.1,66.6,1065.7,259.69,3525.44
2.71,53.49,45.97,0.16,0.7,27.4,73.52,36.2,16.32,9066,13016,5736,8810,0,5278,4346,26.76,40.94,8.68,29.72,14.42,9.57,0,5.3,26.5,88.88,1359.8,1522.7,5420.42
2.64,6.1,83.01,0.37,14.5,27.99,66.53,38.11,11.52,9185,9958,5388,6623,3886,5273,5186,23.79,35.35,9.51,29.43,12.18,2.45,20.47,4.78,27.9,76.56,1510.6,695.28,5849.76
2.67,58.24,40.93,0.43,0.89,26.49,71.91,35.81,16.03,8937,12930,6105,16846,8715,14672,13843,26.25,37.67,9.38,32.19,17.86,9.92,7.14,6.27,29.6,82.43,920.9,2089.44,9833.62
2.66,17.18,69.88,1.55,19.8,34.62,81.39,20.34,6.14,11691,13451,6203,10428,9466,9487,8391,22.01,26.26,5.78,36.34,11.19,4.45,33.97,7.14,28.3,70.97,1625.5,827.14,6242.33
2.49,0.55,98.71,0.36,0.52,25.94,71.03,31.1,9.67,11227,11262,7854,8548,6956,3350,6677,15.52,30.67,9.53,24.07,13.45,2.88,21.74,1.77,25.5,88.85,2124.4,165.96,4888.35
3.1,2.54,70.89,14.45,24.54,29.64,87.27,19.01,7.41,15176,16456,14122,12137,13303,9928,10756,8.03,23.34,5.7,32.33,12.08,2.77,31.54,14.13,28.5,72.75,6257.6,570.95,5554.79
2.49,0.52,95.28,0.72,6.5,19.57,70.72,37.07,5.39,12486,12644,9302,11326,9319,7992,8864,12.8,27.56,6.64,19.23,15.61,0.97,18.62,4.62,29.1,50.56,491.9,807,7341.18
2.69,2.18,94.68,0.59,4.05,24.55,78.55,25.05,4.92,11526,11887,5497,4838,256,6069,6992,13.93,23.66,8.04,20.11,10.29,2.01,0,3.26,25.3,80.19,1028.9,152.6,2784.93
2.9,0.16,97.46,0.61,3.38,27.63,85.93,18.53,3.94,12339,12335,10186,21530,21186,10176,7938,6.62,23.97,6.25,21.96,10.84,0.58,0,2.74,25.5,73.28,926,167.79,3112.31
2.17,0.97,87.45,8.87,10.19,22.76,76.7,26.57,2.15,25031,25709,20260,27683,21281,14552,15363,4.69,11.75,2.8,31.81,12.86,1.29,22.46,4.49,25.2,77.34,5955.8,273.51,4322.17
2.38,22.56,76.34,0.78,0.59,25.01,78.61,32.56,5.9,14635,16583,8185,10789,9659,10565,10873,9.9,29.67,3.45,26.33,12.64,3.99,14.59,1.77,24.5,83.73,1875.5,567.54,5334.47
2.68,2.27,94.8,2.28,1.03,31.33,93.55,9.25,2.91,18523,18821,14698,17022,10334,13777,11957,4.2,5.49,3.06,30.22,9.83,1.74,14.28,1.62,24.7,59.26,1989.9,?,4838.22
2.64,2.57,95.21,0.46,2.09,27.14,74.4,27.82,11.9,12940,13011,13183,10597,9792,8809,10203,14.28,27.32,12.1,27.38,13.02,2.03,8.57,2.29,32.4,92.33,1135,?,6366.7
2.28,1.4,97.7,0.41,0.62,26.14,64.96,35.74,13.59,10162,10111,8443,9695,30328,1660,4289,23.2,27.26,7.39,32.29,14.39,2.74,5.73,1.28,28.4,89.28,5624.2,212.73,3025.47
2.53,0.21,98.43,0.48,0.71,25.39,69.37,33.35,14.15,11241,11372,1200,3742,4892,0,176,15.52,24.69,12.11,25.12,13.6,1.57,11.84,1.77,28.1,75.14,1458.4,?,5913.72
2.75,0.32,85.47,1.22,20.57,28.52,74.08,30.24,7.49,9511,9910,16700,16265,8608,6438,5848,16.03,32.97,6.41,26.51,12.88,1.65,35.35,7.07,25,77.27,1996.5,325.15,5742.97
2.45,23.68,73.28,0.56,6.41,25.06,75.2,32.28,6.57,13569,13589,13885,17000,10793,10315,11199,9.82,26.98,7.73,31.18,12.57,3.5,10.14,2.82,25,93.47,5023.9,?,8227.83
2.89,1.6,86.34,6.35,12.09,23.03,76.14,30,4.74,19930,20713,15520,14299,16858,12673,12213,4.37,12.15,3.68,24.84,9.99,1.32,20.07,5.07,29.4,74.95,2737.8,270.09,2023.89
2.43,44.23,54.82,0.39,0.92,24.87,69.09,34.41,13.55,11006,13441,8096,9101,8983,5303,4131,21.96,39.18,7.47,35.5,14.88,13.88,21.92,2.45,24.3,89.23,1682.7,1514.12,7655.67
2.36,1.98,83.64,9.48,10.65,29.11,84.27,17.37,6.01,20759,21750,18108,17035,16119,13066,13936,5.76,11.4,3.42,37.57,16.41,2.35,26.86,5.93,27.2,79.61,6202.3,391.99,5037.2
2.43,0.93,98.35,0.34,0.78,26.66,74.22,33.37,7.7,14253,14347,19059,5867,2884,3195,8227,9.95,20.35,6.87,32.44,13.39,2.41,5.91,0.97,26.2,75.68,2250.7,89.41,3111.59
2.51,1.35,95.71,0.34,7.87,21.53,62.23,40.98,7.98,10166,10305,6427,9509,6628,6536,5438,18.95,25.18,9.17,21.76,14.02,0.72,17.67,1.88,28.4,72.98,1554,223.06,4642.41
2.72,2.51,90.8,1.85,9.22,40.4,81.7,21.85,3.5,10844,11485,3254,4769,4142,5240,5942,17.28,14.6,5.8,39.63,9.04,0.87,41.96,3.06,29,59.09,2214.5,66.79,1928.7
2.52,1.01,97.47,0.62,3.67,20.43,68.06,41.25,3.19,14934,15067,10717,7924,8768,9101,8938,5.91,18.63,4.35,17.72,9.28,0.57,11.99,1.66,26.7,60.88,688.6,303.72,4529.07
2.56,8.05,90.21,1.29,0.56,34.09,75.92,28.01,5.92,12254,12787,6590,8992,10913,6263,6841,18.04,22.96,6.44,36.18,9.82,3.44,54.17,1.54,28.4,69.22,1445,331.04,5892.58
2.53,1.18,89.76,3.17,13.78,24.15,78.29,24.44,4.03,21764,22545,21090,18008,22607,8225,9823,6.84,10.4,4.81,28.9,12.96,2.06,28.91,4.11,28.9,65.03,1617.6,541.12,4865.48
2.79,0.52,96.96,2.27,0.89,22.8,86.64,16.37,1.6,24956,25195,50167,19742,13624,9172,17107,1.58,4.96,2.27,22.36,7.49,0.21,26.24,0.47,23,56.53,1945.1,123.07,1707.22
2.78,0.76,81.36,2.15,36.56,27.77,78.86,26.68,5.4,15615,17093,12937,12775,14633,7921,8700,5.92,23.73,3.75,33.81,13.28,1.34,31.46,12.04,30.6,76.28,4902.6,480.87,2557.38
2.72,29.47,69.3,0.64,1.54,43.29,77.28,25.58,9.84,11647,13624,7206,0,14590,4278,5795,21.22,35.69,7.5,47.97,11.11,7.97,35.71,2.99,26.5,68.22,1045.2,800.14,7898.5
3.53,26.14,34.72,24.97,27.87,29.52,86.79,20.71,9.1,13749,14907,15735,14550,12458,9272,9766,6.95,28.65,7.17,34.56,10.68,3.8,19.19,20.72,28,90.57,4303,1267.73,4148.02
2.53,17.63,81.33,0.42,1.09,25.71,74.85,32.22,9.73,14086,15684,6879,404,13099,6290,12220,14.89,39.17,5.73,25.71,13.09,3.99,14.53,2.9,25.8,81.56,488.7,716.27,5562.05
2.5,2.2,95.06,1.65,0.59,23.34,67.89,38.8,5.77,10873,11045,10608,9385,2559,0,5567,12.01,30.57,5.41,24.66,11.45,0.52,21.5,1.9,21.9,84.5,1678.2,134.43,3826.85
2.94,5.16,76.11,0.81,34.49,27.54,78.1,25.13,10.09,11388,12702,6402,4717,21943,6659,7341,17.44,28.01,7.9,26.92,13.16,4.18,16.47,9.04,27.1,73.93,845.4,1392.77,13735.28
2.51,2.75,93.77,1.57,8.43,27.02,83.38,23.88,4.08,13817,14086,10266,8981,9092,8942,9327,6.25,17.7,4.2,28.09,15.1,1.03,9.51,2.82,26.6,61.66,3005.6,575.26,5690.32
2.76,2.21,74.29,3.63,37.22,27.34,71.71,29.38,8.31,13331,15152,8912,16419,11567,6888,6974,13.56,30.39,6.24,32.12,13.18,4.96,27.38,13.47,30.7,65.96,1535.3,1231.81,5445.74
2.52,19.44,79.4,0.7,1.02,26.78,78.27,30.41,6.95,13928,15956,6203,7786,6992,4614,6400,9.3,26.53,4.88,27.09,11.27,4.37,23.13,2.68,24.1,78.94,1217.1,1292.78,7813.69
3.31,0.29,95.4,0.55,1.76,38.06,81.87,22.81,3.76,8960,9152,1897,4331,8124,8053,7282,17.5,11.25,5.83,33.5,6.59,1.14,18.31,5.98,28.1,64.01,1160.5,93.16,3421.94
2.93,1.12,96.92,1.41,0.75,39.76,80.82,24.53,4.2,12114,12249,8651,4993,9093,4278,5673,16.8,11.5,5.08,41.77,6.4,2.04,34.59,1.44,28.5,65.6,1163.8,129.17,?
3.04,14.22,80.48,1.79,8.07,27.46,92.4,10.01,2.4,15194,15819,13155,2309,9818,12737,11152,3.72,13.87,3.61,20.44,9.55,0.36,20,3.2,26.9,74.9,573.3,106.42,3121.55
3.81,0.08,98.44,0.78,1.39,28.35,87.79,14.54,2.86,12078,12160,0,4500,1684,8013,9684,3.57,5.85,5.32,25.35,6.01,0.18,10.49,3.84,23.4,79.31,1804.8,127.76,3080.42
2.53,1.27,96.3,2.17,0.87,23.61,81.93,22.22,3.23,21790,21814,17153,22049,23487,13143,16675,3.74,7.79,2.44,24.93,8.2,1.26,16.79,0.36,21.7,78.36,2274.5,114.49,3201.14
2.65,4.22,77.43,0.77,29.02,29.43,68.72,32.42,16.66,8940,9635,6877,5624,4018,6280,6137,22.33,53.08,9.85,38.27,12.82,8.05,31.38,7.74,28.2,82.95,14073.6,1483.15,5038.73
2.47,0.47,96.41,0.94,3.17,25.35,66.47,36.25,10.97,10644,10681,6170,4952,15046,10257,5755,16.3,26.71,6.94,25.35,15.85,1.67,18.62,3.53,26.7,74.03,1964.4,537.26,7249.09
3.07,1.71,77.95,5.03,22.65,28.25,78.3,22.68,15.11,11603,12558,14658,12016,7657,7270,8706,15.5,32.86,10.04,24.05,12.08,2.19,19.08,10.72,29.2,67.36,4562.1,611.64,6867.67
3.54,7.44,42.35,45.19,12.52,28.65,90.27,11.24,5.9,18966,21170,19411,26057,16988,16882,16965,3.95,10.78,3.67,32.43,6.83,1.15,17.93,10.97,28.6,84.86,5965.9,908.08,6418.34
3.11,0.39,98.05,0.79,0.78,29.54,94.8,8.35,2.08,14872,14935,19694,13808,6438,10667,10062,2.34,8.53,3.64,21.58,7.5,1.01,12.81,1.62,25,79.36,1989.1,?,2607.86
2.87,2.56,85.18,2.38,17.28,29.46,90.28,12.31,3.8,14720,15512,12988,7697,16669,7828,8077,9.69,14.24,4.54,26.73,11.72,1.97,26.82,6.23,25.6,70.36,1837.6,223.64,5202.98
2.92,0.24,97.58,1.66,0.66,25.01,93.03,9.97,2.73,20654,20919,17848,14371,5233,19250,23221,1.99,4.18,3.03,23.32,6.64,1.05,11.86,1.22,25,54.2,550.5,?,1656.52
2.69,0.39,98.11,1.03,0.7,30.06,86.29,16.25,4.15,14803,14798,70000,6984,5959,24000,11780,6.86,12.45,4.02,28.54,11.73,2.37,20.78,1.85,24.2,62.65,799.1,?,3244.99
2.88,65.17,32,0.39,3.77,29.11,68.64,33.59,19.65,9115,11791,7974,6542,9257,4175,3870,25.16,37.84,12.4,46.27,14.44,17.78,12.21,5.91,29.3,89.22,8345.8,4877.06,8770.11
2.9,2.37,93.69,3.64,1.25,23.36,85.96,17.59,1.18,28019,28437,24612,15314,20386,17740,44545,2.09,7.08,2.27,25.39,5.83,0.51,23.97,0.4,24.6,71.27,1224.3,106.93,2511.63
2.47,3.12,89.61,1.17,11.82,26.2,79.89,23.92,5.18,13351,13873,9628,9835,7962,8398,8571,10.34,15.41,6.2,25.25,13.1,1.84,8.46,1.79,25,75.02,2569.3,199.81,4754.77
2.49,9.78,84.1,0.45,2.48,25.38,65.73,33.51,10.04,10377,11003,6042,8782,31548,4075,3774,23.15,33.47,9.5,22.62,13.15,2.65,17.28,2.43,26.9,81.53,1057.3,1134.5,5292.15
2.58,1.82,89.47,4,8.69,48.68,78.55,16.58,9.49,10584,11060,7915,7376,5148,6908,7197,32.03,14.36,9.2,59.28,10.82,3.52,35.39,4.73,35.1,51.71,1723.7,449.15,6313.13
2.42,7.72,91.25,0.67,0.46,23.66,64.12,34.39,12.22,12529,12444,11381,15856,25201,38057,11488,19.84,30.4,10.65,24.93,14.14,2.55,19.18,1.47,27.3,87.21,2685.2,415.27,7153.38
3.82,9.75,67.31,3.44,36.17,34.82,87.93,15.22,7.13,12916,15281,6888,10360,11026,8011,8948,7.36,25.79,5.53,48.37,9.3,3.78,19.03,11.75,30.2,60.7,3379.5,950.76,5320.55
2.49,0.11,99.03,0.34,0.34,25.43,70.18,33.86,8.75,11034,11128,21667,2542,479,12688,7828,11.12,25.73,6.85,32.9,10.14,1.89,0,1.06,27.1,84.7,1249.9,51.91,3374.37
2.83,4.6,67.74,8.93,37.27,29.21,78.8,24.07,10.11,14102,15624,12032,11734,13329,9353,9897,9.8,24.31,6.08,29.66,12.74,2.39,21.52,10.86,29.5,78.69,4500.6,721.98,6100.46
3.1,5,82.24,8.51,10.26,32.35,81.23,22.89,3.36,22161,23521,20713,22294,14436,11970,12466,5.28,7.2,4.22,40.02,8.53,1.58,20.27,3.12,28.6,73.31,2850.1,358.64,5181.36
2.48,0.26,98.43,0.57,0.51,25.57,73.4,32.59,7.91,11552,11603,12899,7330,5827,0,14582,13.05,32.44,7.32,25.82,11.89,2.81,10.69,1.75,28,81.66,311.1,286.49,4121.06
2.57,2.58,79.88,0.63,1.66,26.09,73.85,27.46,5.75,11681,12369,7151,9398,4263,1187,4599,15.75,25.2,5.27,21.71,14.24,1.27,38.12,2.69,26.5,76,1470.3,210.67,3255.87
2.27,3.52,95.95,0.3,1.4,21.63,61.27,45.71,9.39,10473,10672,5971,4184,1489,2471,15215,17.02,28.67,11.12,25.36,12.07,2.08,2.78,0.87,29.5,89.22,2219.6,84.57,2627.42
2.97,20.9,74.96,2.18,3.86,37.04,83.97,18.37,6.28,11252,12340,7969,8971,6077,10578,9458,13.3,18.69,6.29,29.05,10.59,3.17,20.69,3.69,24.4,55.42,997.3,1130.86,3814.79
2.5,0.22,98.46,0.93,0.92,25.18,81.38,27.59,3.27,15892,15971,10721,11134,9110,12250,16216,3.73,17.33,4.14,29.3,10.77,0.99,4.44,1.28,24.5,87.63,6085.1,?,2657.46
2.58,3.21,91.44,4.9,1.6,39.16,79.35,24.16,0.84,31122,33258,4149,5000,14539,5399,22325,4.57,3.63,2.74,48.26,8.73,0.81,25.52,0.61,21.8,56.72,5419.5,354.46,4730.9
3.48,4.59,85.69,4.03,8.29,34.68,86.12,14.56,6.31,8672,9149,5615,1957,6728,6415,6776,17.51,13.46,6.5,33.79,10.29,2.63,33.06,6.47,22.4,58.16,2775.1,180.13,2836.08
2.28,4.35,91.05,1.06,5.69,18.64,48.41,49.6,22.96,9531,9679,7842,7370,9129,7763,5860,22.15,38.79,12.8,19.44,17.75,2.34,8.85,6.51,34,66.21,1101.9,1687.02,8763.36
2.72,5.64,88.49,0.41,10.45,25.33,72.34,33.81,6.44,12064,12701,7579,15238,11400,5924,6194,14.9,31.22,8.64,21.68,10.6,2.06,21.69,4.65,24.5,79.77,1102.1,346.72,6054.97
2.4,12.22,83.06,4.33,1.02,47.49,80.7,21.63,1.35,13772,14881,7662,7053,10508,3324,14452,28.65,11.77,5.77,59.48,4.81,1.68,45.29,2.03,35.1,47.9,1503.5,358.97,4549.94
2.53,7.17,91.55,0.47,1.44,29.16,75.67,28.73,8.61,12265,12638,7845,6815,10781,10031,11329,17.38,33.81,5.58,26.44,12.46,3.1,22.84,2.31,24.8,77.47,1477.2,878.96,4497.01
2.57,37.1,60.19,2.11,1.08,26.73,81.1,23.83,5.13,18228,21523,13369,9455,13952,7437,11855,8.46,11.92,4.81,37.56,11.01,2.99,29.48,1.21,25.9,84.83,6420.1,57.79,2464.39
2.92,17.14,81.71,0.92,0.48,30.86,87.63,18.35,3.8,14677,16374,6592,0,15987,10491,8881,9.48,13.22,3.37,30.77,9.11,3.9,53.98,2.99,25.6,75.27,885.5,122.69,2721.06
2.47,0.07,92.22,0.38,0.41,23.78,67.07,37.25,9.63,11168,11491,0,7107,7447,0,4269,13.12,26.85,9.67,25.98,10.72,1.96,0,1.66,26.3,87.01,298.2,?,4414.54
2.76,1.72,83.17,5.48,16.31,29.59,83.28,17.57,11.05,13160,13899,9777,8634,9758,9376,9023,10.34,18.17,5.79,28.22,13.18,2.63,29.55,5.66,26.6,77.6,3393.8,402.75,4874.22
2.71,39.8,57.15,0.47,4.98,27.4,70.48,32.69,11.79,10570,12938,7544,6448,8008,4820,7335,18.19,32.4,6.87,40.58,12.89,13.77,21.59,3.46,28.1,91.36,5750.2,1054.23,4301.26
2.01,0.5,98.01,0.91,2.76,17.47,63.2,41.26,3.31,23359,23568,13000,10081,11914,0,10938,5.24,9.8,3.72,24.87,13.3,0.79,11.5,1.3,25.4,69.49,2382.7,620.31,10218.74
2.36,0.64,98.72,0.27,0.65,26.47,69.36,34.94,8.41,12406,12455,11641,4751,4360,15521,10731,13.14,33.74,7.11,33.28,11.4,4.13,9.77,1.14,25.4,82.64,4339.5,669.02,?
2.54,74.45,21.07,3.24,1.98,35.05,84.83,15.44,8.97,10370,15789,9138,9189,5458,6549,9481,23.37,25,8.29,45.52,18.77,17.6,36.98,8.75,26.9,65.55,2035.9,1874.95,14131.86
2.93,6.28,82.96,6.54,8.92,66.64,90.99,7.07,1.8,9262,9844,6439,8416,7636,4229,5096,37.98,6.23,5.98,71.26,3.81,2.96,53.6,6.01,35.1,31.37,1719.2,219.36,3689.74
3.11,0.67,96.74,1.71,2.26,21.16,92.92,9.48,1.53,31967,31742,42375,34822,46973,2897,10510,1.25,6.98,3.12,19.78,5.15,0.38,29.89,0.95,23.6,64.23,937,31.75,1423.43
2.52,0.8,96.5,2.2,1,23.87,76.74,30.24,3.08,15639,15702,9256,0,15658,6858,9323,5.71,22.19,3.93,23.59,10.73,0.66,9.25,0.88,23.3,73.83,2077.6,234.77,5116.78
2.99,8.72,58.22,4.27,49.74,33.07,83.53,16.71,12.25,10924,12625,9049,10695,11208,7918,8010,15.59,29.69,9.69,33.33,14,6.06,31.58,15.68,29.4,64.85,2746,1095.4,6878.83
2.54,20.6,78.55,0.38,0.74,25.42,74.25,29.68,9.75,12558,14100,6986,1340,4980,4105,5957,14.26,33.26,5.89,25.1,12.51,6.75,38.69,2.32,23.3,81.13,937.6,857.47,5835.9
2.67,9.93,85.14,4.12,1.31,45.3,82.93,16.91,4.87,12452,13355,6933,11495,7637,7127,9915,22.42,12.8,4.91,50.96,8.97,5.69,55.89,2.44,29,52.34,1504.7,587.55,5753.71
2.43,1.2,95.64,1.43,1.44,24.79,76.92,30.25,5.95,13915,14276,5097,7469,8743,7382,7293,8.54,20.63,5.95,30.04,11.22,3.39,27.42,1.58,30.3,72.77,5295.7,479.67,6230.24
2.6,51.17,48.29,0.32,0.78,30.13,70.06,32.6,16.98,10188,14758,5934,7384,5656,9455,6545,28.63,35.08,9.19,34.57,13.21,10.42,0,5.72,26.4,82.97,2004,449.67,4743.65
3.73,0.78,38.93,1.29,90.7,33.35,75.95,29.19,18.43,9023,11390,6646,7226,14600,7335,7950,17.53,59.06,11.48,39.91,9.7,6.13,19.74,36.57,28.7,91.69,1793,2584.96,13802.54
2.87,2.86,84.88,1.14,35.93,27.4,77.29,24.74,14.47,8651,8913,6781,4973,7411,7558,7344,23.23,39.44,10.59,28.68,16.93,4.59,27.61,7.91,32.9,82.23,795.8,1509.31,11402.45
2.53,20.56,78.6,0.55,0.55,26.57,76.67,30.88,7.47,13452,15075,7344,10026,12690,7760,4902,12.13,33.83,4.09,27.56,12.18,5.2,39.27,3.27,23,81.46,1210.5,728.37,5655.22
2.53,0.63,98.18,0.67,0.99,27.37,78.89,26.4,3.84,15981,16060,11902,12512,13287,11094,11333,6.73,15.5,6.21,31.3,13.51,1.77,11.39,1.22,26.6,70.8,540.6,136.28,4361.01
2.6,1.23,98.13,0.29,0.85,25.16,67.83,36.11,10.31,10276,10318,5975,9541,7025,0,1905,19.15,27.14,10.91,23.25,10.34,1.66,0,1.38,24.8,88.33,484.7,97.97,2449.13
2.48,2.58,97.02,0.25,0.36,26.25,69.77,37.41,9.25,10868,10716,10524,16333,43364,0,6042,14.23,38.44,10.84,25.14,14.82,1.6,3.05,2.07,23.1,86.51,2014.2,286.67,4646.44
2.76,13.4,74.46,0.91,17.42,30.87,80.44,22.02,7.49,11477,13388,6277,6899,14403,4686,5289,18.78,30.19,5.87,29.16,14.82,2.87,35.71,9.55,24.1,75.71,1272.4,1404.47,7778.59
2.81,10.04,88.82,0.65,0.54,40.34,78.71,25.78,5.56,10457,10981,5920,11853,7675,12067,3338,16.93,23.73,7.02,40.14,8.61,2.76,11.15,1.96,28.8,62.23,1061.6,267.64,4933.82
2.54,2.87,95.01,1.76,0.75,40.9,76.16,27.15,6.06,11852,12110,6430,3780,7612,4892,11597,18.95,30.36,6.58,42.81,10.4,1.35,40.06,1.38,26.3,61.48,1022.8,237.29,3488.61
2.41,0.27,94.75,1.57,2.71,23.26,69.71,35.11,8.69,11240,11442,9375,4914,7393,9739,5329,17.44,23.06,9.82,23.65,15.27,1.1,22.94,3.25,25.4,70.49,1375,198.58,6683.69
2.81,2.29,89.5,5.41,5.97,24.67,96.62,4.82,0.64,22512,23448,15706,10258,15351,10851,15721,2.51,5.29,2.28,18.3,9.15,0.84,25.58,2.37,21.4,57.73,1106.5,44.22,2235.18
2.98,16.48,75.1,3.74,8.97,35.38,91.7,9.59,4.23,9509,10030,8086,14168,6591,7845,7032,11.97,12.34,7.81,20.19,8.89,0.78,25.11,5.71,27.4,41.68,2479.3,417.93,5253.52
5.28,17.13,36.2,0.58,51.77,39.97,74.78,23.46,23.06,8270,12106,5715,8542,14241,6298,5898,24.15,42.24,12.35,61.96,8.44,9.3,23.5,18.4,26.1,55.09,2277.4,764.68,2395.04
